Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,M,751.29,0.1,3.5,"46,753",89
11,British Columbia,L03AB,Interferons,Total,M,741.17,0.1,0,52,90
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,M,736.58,0.1,0.1,"1,399",91
11,British Columbia,N06DA,Anticholinesterases,Total,M,728.11,0.1,0.3,"3,691",92
11,British Columbia,J02AC,Triazole derivatives,Total,M,699.66,0.1,0.1,687,93
11,British Columbia,J01CA,Penicillins with extended spectrum,Total,M,699.41,0.1,16.5,"222,341",94
11,British Columbia,A03FA,Propulsives,Total,M,697.52,0.1,1.1,"14,803",95
11,British Columbia,N05AA,Phenothiazines with aliphatic side-chain,Total,M,612.49,0.1,0.3,"4,706",96
11,British Columbia,J01DB,First-generation cephalosporins,Total,M,609.52,0.1,7.5,"101,340",97
11,British Columbia,J01AA,Tetracyclines,Total,M,606.27,0.1,4.9,"65,882",98
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,M,573.8,0.1,0.6,"8,472",99
11,British Columbia,L03AX,Other immunostimulants,Total,M,561.4,0.1,0,85,100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,Total,F,"98,352.51",16.1,0.4,"6,576",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,Total,F,"51,713.86",8.4,0.1,"1,017",2
11,British Columbia,L04AA,Selective immunosuppressants,Total,F,"39,716.32",6.5,0.3,"5,269",3
11,British Columbia,N05AX,Other antipsychotics,Total,F,"19,109.76",3.1,1.2,"19,039",4
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,Total,F,"13,816.79",2.3,13.5,"222,596",5
11,British Columbia,N07BC,Drugs used in opioid dependence,Total,F,"13,727.47",2.2,0.6,"9,366",6
11,British Columbia,L04AC,Interleukin inhibitors,Total,F,"13,495.96",2.2,0.1,"1,196",7
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,F,"12,740.76",2.1,3.3,"54,728",8
11,British Columbia,N06AX,Other antidepressants,Total,F,"12,446.54",2,8.8,"145,144",9
11,British Columbia,B01AF,Direct factor Xa inhibitors,Total,F,"11,464.60",1.9,1.2,"19,961",10
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,Total,F,"11,431.23",1.9,13,"214,837",11
11,British Columbia,N02AA,Natural opium alkaloids,Total,F,"11,331.77",1.8,3.4,"55,744",12
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,F,"10,757.36",1.8,1.8,"30,218",13
11,British Columbia,N03AX,Other antiepileptics,Total,F,"10,041.56",1.6,5.4,"89,379",14
11,British Columbia,L01XC,Monoclonal antibodies,Total,F,"9,174.50",1.5,0,800,15
11,British Columbia,A02BC,Proton pump inhibitors,Total,F,"8,314.99",1.4,6.3,"104,655",16
11,British Columbia,H03AA,Thyroid hormones,Total,F,"8,045.82",1.3,13.1,"216,690",17
11,British Columbia,C08CA,Dihydropyridine derivatives,Total,F,"7,814.96",1.3,7.5,"123,629",18
11,British Columbia,N07BA,Drugs used in nicotine dependence,Total,F,"6,422.39",1,2.5,"41,453",19
11,British Columbia,L04AX,Other immunosuppressants,Total,F,"6,409.82",1,0.2,"4,022",20
11,British Columbia,C09AA,"ACE inhibitors, plain",Total,F,"6,327.74",1,9.3,"153,075",21
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",Total,F,"6,277.70",1,0.7,"12,025",22
11,British Columbia,C07AB,"Beta-blocking agents, selective",Total,F,"5,866.66",1,6.3,"104,849",23
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,F,"5,183.89",0.8,0.6,"10,304",24
11,British Columbia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,F,"4,829.38",0.8,3.1,"51,272",25
11,British Columbia,R03BA,Glucocorticoids,Total,F,"4,262.63",0.7,4.1,"68,215",26
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"4,159.37",0.7,0,156,27
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,Total,F,"4,117.55",0.7,0.5,"7,445",28
11,British Columbia,R03BB,Anticholinergics,Total,F,"3,883.67",0.6,1.6,"25,745",29
11,British Columbia,N06BA,Centrally acting sympathomimetics,Total,F,"3,825.18",0.6,0.9,"14,189",30
11,British Columbia,A10BA,Biguanides,Total,F,"3,799.77",0.6,5.4,"89,340",31
11,British Columbia,L03AA,Colony-stimulating factors,Total,F,"3,699.87",0.6,0.1,"1,476",32
11,British Columbia,B02AB,Proteinase inhibitors,Total,F,"3,400.75",0.6,0,41,33
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,F,"3,250.84",0.5,0.7,"12,284",34
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,F,"3,212.94",0.5,8.4,"139,467",35
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,F,"3,183.36",0.5,0.2,"3,034",36
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,Total,F,"3,076.99",0.5,9.4,"155,799",37
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,F,"2,987.23",0.5,3.3,"54,947",38
11,British Columbia,B01AB,Heparin group,Total,F,"2,885.47",0.5,0.3,"4,996",39
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,F,"2,787.04",0.5,10.4,"171,390",40
11,British Columbia,C03CA,"Sulfonamides, plain",Total,F,"2,683.60",0.4,2.8,"45,797",41
11,British Columbia,N03AG,Fatty acid derivatives,Total,F,"2,419.86",0.4,0.5,"8,560",42
11,British Columbia,L03AB,Interferons,Total,F,"2,400.96",0.4,0,179,43
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,F,"2,355.24",0.4,0.9,"15,347",44
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,F,"2,319.55",0.4,1.9,"31,916",45
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,F,"2,051.19",0.3,1.1,"18,509",46
11,British Columbia,S01ED,Beta-blocking agents,Total,F,"2,049.26",0.3,1.3,"21,754",47
11,British Columbia,S01EE,Prostaglandin analogues,Total,F,"2,031.97",0.3,1.4,"22,313",48
11,British Columbia,A02BA,H2-receptor antagonists,Total,F,"1,960.06",0.3,3,"49,470",49
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,F,"1,882.44",0.3,0.2,"3,998",50
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,F,"1,878.77",0.3,1.6,"26,130",51
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,F,"1,876.17",0.3,2.1,"34,677",52
11,British Columbia,C03AA,"Thiazides, plain",Total,F,"1,849.95",0.3,5.4,"89,348",53
11,British Columbia,A04AD,Other antiemetics,Total,F,"1,845.43",0.3,0.3,"4,745",54
11,British Columbia,L03AX,Other immunostimulants,Total,F,"1,830.39",0.3,0,302,55
11,British Columbia,A09AA,Enzyme preparations,Total,F,"1,819.55",0.3,0.2,"3,254",56
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,F,"1,805.45",0.3,0.4,"6,188",57
11,British Columbia,H02AB,Glucocorticoids,Total,F,"1,676.16",0.3,8,"132,552",58
11,British Columbia,A10BB,Sulfonylureas,Total,F,"1,675.90",0.3,1.1,"17,485",59
11,British Columbia,G03AA,"Progestogens and estrogens, fixed combinations",Total,F,"1,654.36",0.3,7.3,"121,381",60
11,British Columbia,V03AC,Iron-chelating agents,Total,F,"1,648.89",0.3,0,81,61
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,F,"1,638.19",0.3,0.4,"7,237",62
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,F,"1,617.00",0.3,0,82,63
11,British Columbia,M01AE,Propionic acid derivatives,Total,F,"1,615.04",0.3,6.4,"105,075",64
11,British Columbia,M03BX,Other centrally acting agents,Total,F,"1,603.22",0.3,4.3,"71,245",65
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"1,522.76",0.2,5.4,"89,708",66
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,F,"1,507.42",0.2,0.1,"2,299",67
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,F,"1,506.01",0.2,0.5,"7,489",68
11,British Columbia,N06DA,Anticholinesterases,Total,F,"1,492.15",0.2,0.3,"5,346",69
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",Total,F,"1,460.16",0.2,3.2,"53,074",70
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,F,"1,394.62",0.2,1,"16,623",71
11,British Columbia,G02BA,Intrauterine contraceptives,Total,F,"1,384.20",0.2,1.7,"27,436",72
11,British Columbia,N03AF,Carboxamide derivatives,Total,F,"1,367.88",0.2,0.4,"6,395",73
11,British Columbia,C01DA,Organic nitrates,Total,F,"1,263.81",0.2,1.2,"19,346",74
11,British Columbia,B01AA,Vitamin K antagonists,Total,F,"1,235.73",0.2,0.9,"14,885",75
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,F,"1,227.15",0.2,0.2,"3,042",76
11,British Columbia,G04BE,Drugs used in erectile dysfunction,Total,F,"1,217.02",0.2,0,245,77
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,F,"1,216.47",0.2,9.4,"155,400",78
11,British Columbia,M05BA,Bisphosphonates,Total,F,"1,200.34",0.2,0.6,"10,487",79
11,British Columbia,L01BA,Folic acid analogues,Total,F,"1,180.88",0.2,1,"15,780",80
11,British Columbia,A05AA,Bile acids and derivatives,Total,F,"1,166.37",0.2,0.2,"2,520",81
11,British Columbia,A03FA,Propulsives,Total,F,"1,141.92",0.2,2.1,"34,716",82
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,F,"1,138.57",0.2,1.2,"20,479",83
11,British Columbia,R05CB,Mucolytics,Total,F,"1,124.04",0.2,0,275,84
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,F,"1,013.68",0.2,0.1,"1,525",85
11,British Columbia,C03DA,Aldosterone antagonists,Total,F,997.29,0.2,1.5,"24,218",86
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,F,970.35,0.2,0.1,"1,290",87
11,British Columbia,C05BA,Heparins or heparinoids for topical use,Total,F,965.72,0.2,0.1,"1,167",88
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,F,955.17,0.2,0.1,"1,989",89
11,British Columbia,J01CA,Penicillins with extended spectrum,Total,F,925.17,0.2,15.4,"254,784",90
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,F,885.97,0.1,0.8,"13,269",91
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,F,861.09,0.1,0.3,"5,444",92
11,British Columbia,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,F,855.74,0.1,0.3,"4,961",93
11,British Columbia,J01XE,Nitrofuran derivatives,Total,F,833.11,0.1,8,"132,695",94
11,British Columbia,N05AN,Lithium,Total,F,823.04,0.1,0.3,"5,117",95
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,F,779.88,0.1,0,91,96
11,British Columbia,L01XE,Protein kinase inhibitors,Total,F,758.53,0.1,0,50,97
11,British Columbia,C01CA,Adrenergic and dopaminergic agents,Total,F,738.09,0.1,1.5,"24,213",98
11,British Columbia,J01FA,Macrolides,Total,F,730.31,0.1,7.2,"118,222",99
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,F,696.55,0.1,0,509,100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,Total,"44,685.95",10.1,0.4,"2,980",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,65+,Total,"33,376.88",7.6,0.1,653,2
11,British Columbia,B01AF,Direct factor Xa inhibitors,65+,Total,"18,914.64",4.3,4.2,"35,137",3
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,65+,Total,"16,425.30",3.7,39.9,"333,905",4
11,British Columbia,L04AA,Selective immunosuppressants,65+,Total,"14,217.61",3.2,0.3,"2,596",5
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"12,457.37",2.8,3.5,"29,215",6
11,British Columbia,C08CA,Dihydropyridine derivatives,65+,Total,"10,582.03",2.4,20.4,"170,863",7
11,British Columbia,C09AA,"ACE inhibitors, plain",65+,Total,"8,848.88",2,26.3,"220,144",8
11,British Columbia,C07AB,"Beta-blocking agents, selective",65+,Total,"8,693.55",2,20.1,"168,569",9
11,British Columbia,A02BC,Proton pump inhibitors,65+,Total,"8,266.60",1.9,12.9,"107,750",10
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"7,514.90",1.7,1.7,"13,989",11
11,British Columbia,L04AC,Interleukin inhibitors,65+,Total,"7,025.62",1.6,0.1,562,12
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"6,734.23",1.5,10,"83,533",13
11,British Columbia,N06AX,Other antidepressants,65+,Total,"6,460.87",1.5,9.7,"81,209",14
11,British Columbia,H03AA,Thyroid hormones,65+,Total,"6,372.37",1.4,16.8,"140,586",15
11,British Columbia,N02AA,Natural opium alkaloids,65+,Total,"6,295.61",1.4,5.8,"48,609",16
11,British Columbia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,Total,"6,071.44",1.4,7.9,"66,235",17
11,British Columbia,N05AX,Other antipsychotics,65+,Total,"5,685.81",1.3,1.3,"10,895",18
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,Total,"5,627.11",1.3,1.3,"10,553",19
11,British Columbia,R03BB,Anticholinergics,65+,Total,"5,559.10",1.3,4.1,"34,401",20
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"5,424.65",1.2,3.9,"32,325",21
11,British Columbia,N03AX,Other antiepileptics,65+,Total,"5,247.79",1.2,7.3,"61,191",22
11,British Columbia,L01XC,Monoclonal antibodies,65+,Total,"5,083.33",1.2,0.1,426,23
11,British Columbia,A10BA,Biguanides,65+,Total,"4,791.68",1.1,13.4,"111,820",24
11,British Columbia,C03CA,"Sulfonamides, plain",65+,Total,"3,819.49",0.9,8.5,"71,385",25
11,British Columbia,B02AB,Proteinase inhibitors,65+,Total,"3,815.85",0.9,0,36,26
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"3,768.00",0.9,2.5,"21,164",27
11,British Columbia,N04BA,Dopa and dopa derivatives,65+,Total,"3,699.50",0.8,1.4,"11,647",28
11,British Columbia,L01XE,Protein kinase inhibitors,65+,Total,"3,477.27",0.8,0,188,29
11,British Columbia,R03BA,Glucocorticoids,65+,Total,"3,402.22",0.8,3.5,"28,979",30
11,British Columbia,S01ED,Beta-blocking agents,65+,Total,"3,099.88",0.7,4,"33,726",31
11,British Columbia,B01AB,Heparin group,65+,Total,"3,004.76",0.7,0.7,"5,464",32
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"2,985.84",0.7,8.9,"74,338",33
11,British Columbia,S01EE,Prostaglandin analogues,65+,Total,"2,955.34",0.7,4.1,"34,207",34
11,British Columbia,C08DB,Benzothiazepine derivatives,65+,Total,"2,650.67",0.6,3,"25,319",35
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"2,641.54",0.6,1.3,"10,817",36
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"2,538.06",0.6,10.5,"88,183",37
11,British Columbia,N07BA,Drugs used in nicotine dependence,65+,Total,"2,461.34",0.6,1.8,"14,950",38
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,65+,Total,"2,456.36",0.6,0.9,"7,645",39
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"2,454.24",0.6,0.6,"5,239",40
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"2,319.32",0.5,10.8,"90,815",41
11,British Columbia,B03AA,"Iron bivalent, oral preparations",65+,Total,"2,297.89",0.5,3.4,"28,226",42
11,British Columbia,N05BA,Benzodiazepine derivatives,65+,Total,"2,224.85",0.5,8.7,"72,567",43
11,British Columbia,N07BC,Drugs used in opioid dependence,65+,Total,"2,215.76",0.5,0.3,"2,110",44
11,British Columbia,A10BB,Sulfonylureas,65+,Total,"2,188.67",0.5,2.9,"24,639",45
11,British Columbia,L04AX,Other immunosuppressants,65+,Total,"2,166.79",0.5,0.3,"2,098",46
11,British Columbia,N06DA,Anticholinesterases,65+,Total,"2,154.81",0.5,1,"8,738",47
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"2,154.77",0.5,0,90,48
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"2,147.87",0.5,1.6,"13,455",49
11,British Columbia,C03AA,"Thiazides, plain",65+,Total,"2,109.39",0.5,11.9,"99,544",50
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,Total,"2,072.95",0.5,0.2,"1,620",51
11,British Columbia,B01AA,Vitamin K antagonists,65+,Total,"2,041.97",0.5,3.5,"29,416",52
11,British Columbia,C01DA,Organic nitrates,65+,Total,"1,999.19",0.5,4.1,"33,994",53
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,Total,"1,880.76",0.4,0.9,"7,532",54
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"1,877.07",0.4,0.3,"2,316",55
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"1,864.66",0.4,3.5,"29,352",56
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"1,790.32",0.4,0.6,"4,890",57
11,British Columbia,M04AA,Preparations inhibiting uric acid production,65+,Total,"1,789.29",0.4,4.7,"39,196",58
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"1,773.36",0.4,0.2,"1,791",59
11,British Columbia,B01AE,Direct thrombin inhibitors,65+,Total,"1,741.41",0.4,0.3,"2,638",60
11,British Columbia,L03AA,Colony-stimulating factors,65+,Total,"1,698.95",0.4,0.1,694,61
11,British Columbia,H02AB,Glucocorticoids,65+,Total,"1,647.30",0.4,11.1,"93,292",62
11,British Columbia,A02BA,H2-receptor antagonists,65+,Total,"1,568.12",0.4,4.1,"34,379",63
11,British Columbia,M05BA,Bisphosphonates,65+,Total,"1,329.14",0.3,1.3,"10,763",64
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",65+,Total,"1,228.48",0.3,10.4,"86,702",65
11,British Columbia,C03DA,Aldosterone antagonists,65+,Total,"1,169.24",0.3,3,"25,296",66
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,"1,148.60",0.3,0,58,67
11,British Columbia,V03AC,Iron-chelating agents,65+,Total,"1,104.56",0.3,0,88,68
11,British Columbia,A03FA,Propulsives,65+,Total,"1,100.90",0.2,2.4,"20,059",69
11,British Columbia,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,Total,"1,095.76",0.2,0.8,"6,517",70
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,"1,078.38",0.2,0.5,"4,453",71
11,British Columbia,N03AG,Fatty acid derivatives,65+,Total,"1,052.62",0.2,0.5,"3,846",72
11,British Columbia,A09AA,Enzyme preparations,65+,Total,"1,034.38",0.2,0.4,"3,043",73
11,British Columbia,A04AD,Other antiemetics,65+,Total,958.77,0.2,0.3,"2,844",74
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,Total,952.72,0.2,0.1,"1,204",75
11,British Columbia,L01BA,Folic acid analogues,65+,Total,942.25,0.2,1.4,"11,695",76
11,British Columbia,N05CF,Benzodiazepine-related drugs,65+,Total,933.19,0.2,1.7,"14,386",77
11,British Columbia,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,926.27,0.2,1,"8,183",78
11,British Columbia,S01EC,Carbonic anhydrase inhibitors,65+,Total,924.67,0.2,1.4,"11,638",79
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",65+,Total,922.63,0.2,1.7,"14,087",80
11,British Columbia,C01AA,Digitalis glycosides,65+,Total,913.63,0.2,1.2,"9,685",81
11,British Columbia,C07AG,Alpha- and beta-blocking agents,65+,Total,912.49,0.2,0.6,"5,250",82
11,British Columbia,N03AE,Benzodiazepine derivatives,65+,Total,862.82,0.2,1.6,"13,002",83
11,British Columbia,N02AB,Phenylpiperidine derivatives,65+,Total,822.11,0.2,0.2,"1,961",84
11,British Columbia,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,Total,775.12,0.2,1.5,"12,312",85
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,Total,726.65,0.2,3.5,"29,534",86
11,British Columbia,G04BE,Drugs used in erectile dysfunction,65+,Total,724.15,0.2,0,199,87
11,British Columbia,S01BA,"Corticosteroids, plain",65+,Total,719.18,0.2,5,"42,225",88
11,British Columbia,A12BA,Potassium,65+,Total,697.66,0.2,2,"16,969",89
11,British Columbia,C02DB,Hydrazinophthalazine derivatives,65+,Total,696.28,0.2,0.9,"7,701",90
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,655.19,0.1,2.8,"23,637",91
11,British Columbia,J01MA,Fluoroquinolones,65+,Total,646.52,0.1,8.2,"68,610",92
11,British Columbia,A05AA,Bile acids and derivatives,65+,Total,632.2,0.1,0.2,"1,373",93
11,British Columbia,A11CC,Vitamin D and analogues,65+,Total,612.18,0.1,0.7,"5,537",94
11,British Columbia,M03BX,Other centrally acting agents,65+,Total,608.15,0.1,3,"25,035",95
11,British Columbia,J01FA,Macrolides,65+,Total,562.53,0.1,5.8,"48,330",96
11,British Columbia,C10AC,Bile acid sequestrants,65+,Total,543.38,0.1,0.6,"4,686",97
11,British Columbia,J01XE,Nitrofuran derivatives,65+,Total,538.64,0.1,5.6,"46,613",98
11,British Columbia,C05BA,Heparins or heparinoids for topical use,65+,Total,520.28,0.1,0.1,480,99
11,British Columbia,M01AE,Propionic acid derivatives,65+,Total,509.28,0.1,3.8,"32,134",100
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,65+,M,"22,971.48",11.5,0.1,445,1
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"19,860.46",10,0.3,"1,258",2
11,British Columbia,B01AF,Direct factor Xa inhibitors,65+,M,"8,247.28",4.1,4.5,"17,665",3
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,65+,M,"7,355.49",3.7,47.9,"186,898",4
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"5,126.01",2.6,3.3,"12,733",5
11,British Columbia,L04AA,Selective immunosuppressants,65+,M,"4,361.16",2.2,0.2,780,6
11,British Columbia,C09AA,"ACE inhibitors, plain",65+,M,"3,980.41",2,31.3,"122,046",7
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"3,872.60",1.9,2,"7,672",8
11,British Columbia,C08CA,Dihydropyridine derivatives,65+,M,"3,863.31",1.9,21,"82,153",9
11,British Columbia,C07AB,"Beta-blocking agents, selective",65+,M,"3,664.65",1.8,23,"89,665",10
11,British Columbia,N02AA,Natural opium alkaloids,65+,M,"3,020.57",1.5,5.3,"20,535",11
11,British Columbia,A02BC,Proton pump inhibitors,65+,M,"2,896.34",1.5,11.3,"43,936",12
11,British Columbia,L04AC,Interleukin inhibitors,65+,M,"2,890.36",1.5,0.1,208,13
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"2,872.58",1.4,18.6,"72,458",14
11,British Columbia,L01XE,Protein kinase inhibitors,65+,M,**,**,**,**,15
11,British Columbia,R03BB,Anticholinergics,65+,M,"2,609.80",1.3,4.4,"17,074",16
11,British Columbia,B02AB,Proteinase inhibitors,65+,M,"2,510.45",1.3,0,21,17
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"2,496.55",1.3,3.7,"14,354",18
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"2,488.72",1.2,1.3,"5,245",19
11,British Columbia,N05AX,Other antipsychotics,65+,M,"2,384.73",1.2,1.1,"4,382",20
11,British Columbia,A10BA,Biguanides,65+,M,"2,208.30",1.1,16.1,"62,982",21
11,British Columbia,N06AX,Other antidepressants,65+,M,"2,193.77",1.1,7.6,"29,823",22
11,British Columbia,N04BA,Dopa and dopa derivatives,65+,M,"2,106.18",1.1,1.7,"6,652",23
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,65+,M,"2,082.95",1,7,"27,185",24
11,British Columbia,N03AX,Other antiepileptics,65+,M,"2,026.64",1,6.2,"24,277",25
11,British Columbia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,M,"1,839.26",0.9,6.6,"25,684",26
11,British Columbia,N07BC,Drugs used in opioid dependence,65+,M,"1,608.99",0.8,0.4,"1,378",27
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,M,"1,533.44",0.8,0.3,"1,266",28
11,British Columbia,L04AX,Other immunosuppressants,65+,M,"1,519.12",0.8,0.2,906,29
11,British Columbia,B01AB,Heparin group,65+,M,"1,518.38",0.8,0.6,"2,507",30
11,British Columbia,C03CA,"Sulfonamides, plain",65+,M,"1,516.57",0.8,8.6,"33,713",31
11,British Columbia,L01XC,Monoclonal antibodies,65+,M,"1,512.60",0.8,0,127,32
11,British Columbia,H03AA,Thyroid hormones,65+,M,"1,440.16",0.7,9.1,"35,434",33
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"1,424.84",0.7,3.2,"12,683",34
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"1,367.09",0.7,1.5,"5,714",35
11,British Columbia,R03BA,Glucocorticoids,65+,M,"1,349.57",0.7,3,"11,534",36
11,British Columbia,N07BA,Drugs used in nicotine dependence,65+,M,"1,292.18",0.6,2,"7,898",37
11,British Columbia,S01ED,Beta-blocking agents,65+,M,"1,233.20",0.6,4.2,"16,324",38
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"1,225.29",0.6,2,"7,716",39
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"1,173.70",0.6,0.7,"2,902",40
11,British Columbia,S01EE,Prostaglandin analogues,65+,M,"1,111.15",0.6,4,"15,789",41
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"1,109.35",0.6,9.7,"37,820",42
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,65+,M,"1,038.74",0.5,0.9,"3,436",43
11,British Columbia,M04AA,Preparations inhibiting uric acid production,65+,M,"1,012.69",0.5,7.4,"28,761",44
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,998.53,0.5,1.1,"4,279",45
11,British Columbia,A10BB,Sulfonylureas,65+,M,996.57,0.5,3.5,"13,531",46
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,989.86,0.5,11.2,"43,852",47
11,British Columbia,B01AA,Vitamin K antagonists,65+,M,984.34,0.5,4.4,"17,194",48
