Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,Total,"5,780.96",0.5,7.5,"219,717",34
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,Total,"5,774.03",0.5,1.0,"28,695",35
11,British Columbia,N03AG,Fatty acid derivatives,Total,Total,"5,368.28",0.5,0.6,"17,890",36
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,Total,"5,066.16",0.4,1.1,"33,462",37
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,Total,"5,028.69",0.4,10.3,"301,576",38
11,British Columbia,L03AB,Interferons,Total,Total,"5,008.54",0.4,0.0,371,39
11,British Columbia,A02BA,H2-receptor antagonists,Total,Total,"4,988.13",0.4,3.3,"96,691",40
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,Total,"4,966.04",0.4,0.0,176,41
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,Total,"4,835.96",0.4,0.7,"20,935",42
11,British Columbia,C03CA,"Sulfonamides, plain",Total,Total,"4,572.58",0.4,2.9,"84,752",43
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,Total,"4,482.09",0.4,2.7,"79,954",44
11,British Columbia,L03AX,Other immunostimulants,Total,Total,"4,371.18",0.4,0.0,515,45
11,British Columbia,A04AD,Other antiemetics,Total,Total,"4,323.01",0.4,0.3,"9,721",46
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,Total,"4,260.56",0.4,0.1,"3,844",47
11,British Columbia,L03AA,Colony-stimulating factors,Total,Total,"4,049.82",0.4,0.1,"1,724",48
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,Total,"3,907.28",0.3,1.7,"49,587",49
11,British Columbia,M03BX,Other centrally acting agents,Total,Total,"3,897.13",0.3,4.3,"127,179",50
11,British Columbia,N06DA,Anticholinesterases,Total,Total,"3,723.74",0.3,0.4,"11,557",51
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,Total,"3,681.81",0.3,0.5,"13,462",52
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,Total,"3,652.90",0.3,1.3,"38,960",53
11,British Columbia,M01AE,Propionic acid derivatives,Total,Total,"3,639.53",0.3,7.2,"212,595",54
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,Total,"3,548.45",0.3,1.1,"31,364",55
11,British Columbia,A09AA,Enzyme preparations,Total,Total,"3,498.41",0.3,0.2,"5,675",56
11,British Columbia,V03AC,Iron-chelating agents,Total,Total,"3,322.97",0.3,0.0,161,57
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,Total,"3,261.57",0.3,1.2,"34,440",58
11,British Columbia,S01EE,Prostaglandin analogues,Total,Total,"3,209.30",0.3,1.4,"42,372",59
11,British Columbia,S01ED,Beta-blocking agents,Total,Total,"3,201.13",0.3,1.4,"40,070",60
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,Total,"3,151.51",0.3,1.6,"46,338",61
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,Total,Total,"3,129.40",0.3,3.0,"89,235",62
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,Total,"3,124.17",0.3,0.5,"15,784",63
11,British Columbia,A10BB,Sulfonylureas,Total,Total,"3,011.17",0.3,1.4,"40,045",64
11,British Columbia,C03AA,"Thiazides, plain",Total,Total,"2,877.32",0.3,5.8,"171,382",65
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,Total,"2,852.69",0.3,0.0,121,66
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,Total,"2,737.03",0.2,0.2,"6,255",67
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,Total,"2,684.96",0.2,0.3,"7,896",68
11,British Columbia,H02AB,Glucocorticoids,Total,Total,"2,592.00",0.2,7.6,"224,349",69
11,British Columbia,N03AF,Carboxamide derivatives,Total,Total,"2,507.31",0.2,0.4,"12,711",70
11,British Columbia,C01DA,Organic nitrates,Total,Total,"2,459.43",0.2,1.7,"50,588",71
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,Total,"2,326.75",0.2,0.0,230,72
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,Total,"2,250.68",0.2,0.4,"11,064",73
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,Total,"2,218.67",0.2,0.1,"3,335",74
11,British Columbia,B01AA,Vitamin K antagonists,Total,Total,"2,214.39",0.2,1.5,"45,451",75
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,Total,"2,200.58",0.2,4.2,"122,703",76
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,Total,"2,162.90",0.2,0.1,"4,229",77
11,British Columbia,R05CB,Mucolytics,Total,Total,"2,075.07",0.2,0.0,561,78
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,Total,"2,055.96",0.2,8.9,"261,319",79
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,Total,"1,950.28",0.2,2.0,"57,599",80
11,British Columbia,A03FA,Propulsives,Total,Total,"1,881.36",0.2,1.8,"52,112",81
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,Total,"1,764.43",0.2,1.1,"32,883",82
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,Total,"1,738.31",0.2,0.1,"1,987",83
11,British Columbia,J01CA,Penicillins with extended spectrum,Total,Total,"1,722.67",0.2,16.9,"498,050",84
11,British Columbia,N05AN,Lithium,Total,Total,"1,632.54",0.1,0.3,"9,729",85
11,British Columbia,J01DB,First-generation cephalosporins,Total,Total,"1,589.48",0.1,7.1,"207,607",86
11,British Columbia,C03DA,Aldosterone antagonists,Total,Total,"1,583.36",0.1,1.3,"37,518",87
11,British Columbia,L01BA,Folic acid analogues,Total,Total,"1,496.21",0.1,0.8,"22,812",88
11,British Columbia,N05AF,Thioxanthene derivatives,Total,Total,"1,432.86",0.1,0.1,"2,387",89
11,British Columbia,G04BE,Drugs used in erectile dysfunction,Total,Total,"1,387.35",0.1,0.0,391,90
11,British Columbia,C07AG,Alpha- and beta-blocking agents,Total,Total,"1,385.98",0.1,0.3,"9,512",91
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",Total,Total,"1,367.61",0.1,1.9,"55,626",92
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,Total,"1,347.91",0.1,0.3,"9,221",93
11,British Columbia,N05AE,Indole derivatives,Total,Total,"1,333.57",0.1,0.0,887,94
11,British Columbia,J01MA,Fluoroquinolones,Total,Total,"1,307.09",0.1,6.1,"180,129",95
11,British Columbia,C02AC,Imidazoline receptor agonists,Total,Total,"1,304.10",0.1,0.5,"13,884",96
11,British Columbia,G03AA,"Progestogens and estrogens, fixed combinations",Total,Total,"1,288.41",0.1,4.2,"122,459",97
11,British Columbia,J01FA,Macrolides,Total,Total,"1,250.93",0.1,7.8,"230,289",98
11,British Columbia,C01CA,Adrenergic and dopaminergic agents,Total,Total,"1,248.93",0.1,1.4,"41,777",99
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,Total,"1,247.02",0.1,0.2,"5,401",100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,Total,M,"99,808.70",17.6,0.4,"5,221",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,Total,M,"93,556.55",16.5,0.1,"1,681",2
11,British Columbia,N05AX,Other antipsychotics,Total,M,"29,390.06",5.2,1.5,"19,380",3
11,British Columbia,N07BC,Drugs used in opioid dependence,Total,M,"26,525.99",4.7,1.3,"16,814",4
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,M,"23,807.50",4.2,3.5,"45,905",5
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,Total,M,"10,825.12",1.9,21.1,"278,646",6
11,British Columbia,N03AX,Other antiepileptics,Total,M,"9,224.06",1.6,4.2,"54,996",7
11,British Columbia,N02AA,Natural opium alkaloids,Total,M,"9,012.85",1.6,3.6,"47,239",8
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,Total,M,"8,664.27",1.5,7.9,"104,244",9
11,British Columbia,N06AX,Other antidepressants,Total,M,"8,518.54",1.5,6.1,"80,813",10
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,M,"8,134.29",1.4,1.7,"21,996",11
11,British Columbia,N07BA,Drugs used in nicotine dependence,Total,M,"7,878.13",1.4,3.7,"49,435",12
11,British Columbia,L04AA,Selective immunosuppressants,Total,M,"7,491.46",1.3,0.1,"1,282",13
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",Total,M,"7,397.08",1.3,1.1,"14,086",14
11,British Columbia,C09AA,"ACE inhibitors, plain",Total,M,"7,014.07",1.2,15.1,"199,680",15
11,British Columbia,L04AC,Interleukin inhibitors,Total,M,"6,134.72",1.1,0.0,413,16
11,British Columbia,B01AF,Direct factor Xa inhibitors,Total,M,"5,667.80",1.0,1.1,"14,419",17
11,British Columbia,B02AB,Proteinase inhibitors,Total,M,"5,358.87",0.9,0.0,49,18
11,British Columbia,A02BC,Proton pump inhibitors,Total,M,"5,344.68",0.9,5.0,"66,565",19
11,British Columbia,N06BA,Centrally acting sympathomimetics,Total,M,"5,343.54",0.9,1.5,"19,433",20
11,British Columbia,C08CA,Dihydropyridine derivatives,Total,M,"4,961.28",0.9,8.4,"111,666",21
11,British Columbia,C07AB,"Beta-blocking agents, selective",Total,M,"4,500.17",0.8,9.3,"123,523",22
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,M,"4,346.55",0.8,0.1,"1,978",23
11,British Columbia,R03BB,Anticholinergics,Total,M,"3,736.22",0.7,1.9,"25,095",24
11,British Columbia,B01AB,Heparin group,Total,M,"3,649.68",0.6,0.4,"4,749",25
11,British Columbia,A10BA,Biguanides,Total,M,"3,418.37",0.6,8.0,"106,201",26
11,British Columbia,N03AG,Fatty acid derivatives,Total,M,"3,064.24",0.5,0.7,"9,462",27
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,Total,M,"2,994.60",0.5,6.4,"84,965",28
11,British Columbia,R03BA,Glucocorticoids,Total,M,"2,874.01",0.5,4.2,"54,967",29
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,Total,M,"2,853.35",0.5,12.4,"163,675",30
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,M,"2,843.89",0.5,1.4,"18,569",31
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,Total,M,"2,695.53",0.5,0.5,"6,080",32
11,British Columbia,A02BA,H2-receptor antagonists,Total,M,"2,432.32",0.4,3.0,"39,806",33
11,British Columbia,N07XX,Other nervous system drugs,Total,M,"2,376.77",0.4,0.0,290,34
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,M,"2,324.83",0.4,5.6,"73,457",35
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,M,"2,279.36",0.4,10.1,"134,034",36
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,M,"2,183.89",0.4,0.7,"9,476",37
11,British Columbia,H03AA,Thyroid hormones,Total,M,"2,156.30",0.4,4.6,"60,561",38
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,M,"2,066.47",0.4,1.4,"17,994",39
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,M,"2,055.51",0.4,0.6,"7,453",40
11,British Columbia,C09CA,"Angiotensin II antagonists, plain",Total,M,"2,024.95",0.4,2.4,"32,078",41
11,British Columbia,M01AE,Propionic acid derivatives,Total,M,"2,005.40",0.4,7.6,"100,127",42
11,British Columbia,A04AD,Other antiemetics,Total,M,"1,978.45",0.3,0.3,"3,933",43
11,British Columbia,L01XC,Monoclonal antibodies,Total,M,"1,974.01",0.3,0.0,183,44
11,British Columbia,C03CA,"Sulfonamides, plain",Total,M,"1,896.05",0.3,3.0,"39,383",45
11,British Columbia,A09AA,Enzyme preparations,Total,M,"1,880.00",0.3,0.2,"2,465",46
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,M,"1,761.12",0.3,1.4,"18,621",47
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,M,"1,758.60",0.3,1.9,"25,665",48
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,M,"1,742.02",0.3,0.1,"1,286",49
11,British Columbia,M03BX,Other centrally acting agents,Total,M,"1,687.23",0.3,4.3,"56,327",50
11,British Columbia,V03AC,Iron-chelating agents,Total,M,"1,676.20",0.3,0.0,78,51
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,M,"1,624.89",0.3,0.6,"7,926",52
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,M,"1,472.53",0.3,0.8,"11,119",53
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,M,"1,452.64",0.3,0.0,136,54
11,British Columbia,A10BB,Sulfonylureas,Total,M,"1,433.50",0.3,1.7,"22,451",55
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,M,"1,425.26",0.3,0.0,57,56
11,British Columbia,N03AF,Carboxamide derivatives,Total,M,"1,377.91",0.2,0.5,"6,122",57
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,M,"1,359.40",0.2,0.3,"4,377",58
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,M,"1,354.21",0.2,0.3,"3,453",59
11,British Columbia,L03AA,Colony-stimulating factors,Total,M,"1,351.47",0.2,0.0,496,60
11,British Columbia,L03AB,Interferons,Total,M,"1,336.64",0.2,0.0,102,61
11,British Columbia,S01ED,Beta-blocking agents,Total,M,"1,303.52",0.2,1.5,"19,563",62
11,British Columbia,N06DA,Anticholinesterases,Total,M,"1,297.83",0.2,0.4,"4,678",63
11,British Columbia,S01EE,Prostaglandin analogues,Total,M,"1,226.25",0.2,1.5,"19,673",64
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,M,"1,214.65",0.2,0.4,"5,882",65
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,M,"1,197.21",0.2,0.0,46,66
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,M,"1,178.94",0.2,1.2,"15,833",67
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,M,"1,174.84",0.2,1.2,"16,016",68
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,M,"1,165.86",0.2,3.4,"44,821",69
11,British Columbia,R05CB,Mucolytics,Total,M,"1,098.66",0.2,0.0,306,70
11,British Columbia,B01AA,Vitamin K antagonists,Total,M,"1,081.66",0.2,2.0,"26,493",71
11,British Columbia,C03AA,"Thiazides, plain",Total,M,"1,061.39",0.2,5.6,"73,465",72
11,British Columbia,L03AX,Other immunostimulants,Total,M,"1,057.08",0.2,0.0,116,73
11,British Columbia,H02AB,Glucocorticoids,Total,M,"1,055.05",0.2,7.6,"100,270",74
11,British Columbia,C01DA,Organic nitrates,Total,M,"1,044.49",0.2,2.2,"28,538",75
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,M,"1,028.25",0.2,0.1,"1,796",76
11,British Columbia,G04CB,Testosterone-5-alpha reductase inhibitors,Total,M,970.99,0.2,0.6,"8,396",77
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,M,968.90,0.2,8.8,"116,182",78
11,British Columbia,N05AF,Thioxanthene derivatives,Total,M,917.19,0.2,0.1,"1,466",79
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,M,871.41,0.2,0.1,"1,670",80
11,British Columbia,N05AN,Lithium,Total,M,855.07,0.2,0.3,"4,622",81
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,M,846.73,0.1,0.6,"7,670",82
11,British Columbia,C07AG,Alpha- and beta-blocking agents,Total,M,809.91,0.1,0.4,"4,920",83
11,British Columbia,J01DB,First-generation cephalosporins,Total,M,765.76,0.1,7.6,"100,521",84
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,M,764.80,0.1,3.2,"42,117",85
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,M,763.78,0.1,0.3,"3,379",86
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,M,753.86,0.1,1.0,"13,800",87
11,British Columbia,J01CA,Penicillins with extended spectrum,Total,M,744.64,0.1,17.5,"231,120",88
11,British Columbia,C03DA,Aldosterone antagonists,Total,M,730.89,0.1,1.2,"16,432",89
11,British Columbia,A03FA,Propulsives,Total,M,693.61,0.1,1.2,"15,793",90
11,British Columbia,N04AC,Ethers of tropine or tropine derivatives,Total,M,651.98,0.1,0.2,"3,152",91
11,British Columbia,C02AC,Imidazoline receptor agonists,Total,M,636.44,0.1,0.4,"5,489",92
11,British Columbia,J02AC,Triazole derivatives,Total,M,636.07,0.1,0.1,715,93
11,British Columbia,A16AX,Various alimentary tract and metabolism products,Total,M,629.54,0.1,0.0,26,94
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,M,600.84,0.1,0.0,320,95
11,British Columbia,N05AA,Phenothiazines with aliphatic side-chain,Total,M,561.45,0.1,0.3,"4,450",96
11,British Columbia,N03AB,Hydantoin derivatives,Total,M,560.91,0.1,0.4,"5,081",97
11,British Columbia,J01MA,Fluoroquinolones,Total,M,560.45,0.1,5.7,"75,282",98
11,British Columbia,J01AA,Tetracyclines,Total,M,556.75,0.1,4.7,"62,413",99
11,British Columbia,N05AE,Indole derivatives,Total,M,551.28,0.1,0.0,339,100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,Total,F,"98,040.37",17.1,0.4,"5,938",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,Total,F,"49,070.07",8.6,0.1,898,2
11,British Columbia,L04AA,Selective immunosuppressants,Total,F,"22,971.93",4.0,0.2,"3,563",3
11,British Columbia,N05AX,Other antipsychotics,Total,F,"19,721.59",3.4,1.1,"18,101",4
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,F,"15,831.50",2.8,3.1,"50,907",5
11,British Columbia,N07BC,Drugs used in opioid dependence,Total,F,"14,300.56",2.5,0.5,"8,818",6
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,Total,F,"13,588.49",2.4,12.6,"203,290",7
11,British Columbia,N06AX,Other antidepressants,Total,F,"11,818.75",2.1,8.3,"134,278",8
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,Total,F,"11,692.69",2.0,12.2,"197,141",9
11,British Columbia,N03AX,Other antiepileptics,Total,F,"11,494.05",2.0,5.1,"82,234",10
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,F,"10,560.98",1.8,1.7,"28,058",11
11,British Columbia,N02AA,Natural opium alkaloids,Total,F,"9,351.70",1.6,3.6,"57,602",12
11,British Columbia,A02BC,Proton pump inhibitors,Total,F,"8,465.25",1.5,5.8,"93,762",13
11,British Columbia,C08CA,Dihydropyridine derivatives,Total,F,"7,504.70",1.3,6.6,"107,487",14
11,British Columbia,C09AA,"ACE inhibitors, plain",Total,F,"7,346.14",1.3,9.2,"149,040",15
11,British Columbia,B01AF,Direct factor Xa inhibitors,Total,F,"7,084.60",1.2,0.9,"14,334",16
11,British Columbia,L04AC,Interleukin inhibitors,Total,F,"6,860.24",1.2,0.0,588,17
11,British Columbia,H03AA,Thyroid hormones,Total,F,"6,805.18",1.2,13.3,"215,939",18
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",Total,F,"6,569.54",1.1,0.7,"11,472",19
11,British Columbia,N07BA,Drugs used in nicotine dependence,Total,F,"6,442.60",1.1,2.5,"39,864",20
11,British Columbia,L01XC,Monoclonal antibodies,Total,F,"6,165.90",1.1,0.0,535,21
11,British Columbia,C07AB,"Beta-blocking agents, selective",Total,F,"5,442.81",1.0,6.3,"101,556",22
11,British Columbia,N07XX,Other nervous system drugs,Total,F,"5,157.97",0.9,0.0,467,23
11,British Columbia,C09CA,"Angiotensin II antagonists, plain",Total,F,"4,353.48",0.8,3.0,"48,806",24
11,British Columbia,R03BA,Glucocorticoids,Total,F,"4,103.11",0.7,4.2,"67,800",25
11,British Columbia,R03BB,Anticholinergics,Total,F,"3,898.16",0.7,1.6,"25,608",26
11,British Columbia,B01AB,Heparin group,Total,F,"3,828.49",0.7,0.3,"5,549",27
11,British Columbia,A10BA,Biguanides,Total,F,"3,777.37",0.7,5.2,"84,512",28
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"3,768.83",0.7,0.0,130,29
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,F,"3,707.57",0.6,0.7,"10,701",30
11,British Columbia,L03AB,Interferons,Total,F,"3,671.90",0.6,0.0,269,31
11,British Columbia,N06BA,Centrally acting sympathomimetics,Total,F,"3,612.88",0.6,0.8,"13,379",32
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,F,"3,456.12",0.6,9.0,"146,260",33
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,Total,F,"3,389.70",0.6,10.7,"173,680",34
11,British Columbia,L03AX,Other immunostimulants,Total,F,"3,314.10",0.6,0.0,399,35
11,British Columbia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,Total,F,"3,114.20",0.5,0.4,"5,884",36
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,F,"2,806.17",0.5,1.9,"31,290",37
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,F,"2,749.26",0.5,10.3,"167,539",38
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,F,"2,723.39",0.5,3.4,"54,288",39
11,British Columbia,L03AA,Colony-stimulating factors,Total,F,"2,698.36",0.5,0.1,"1,228",40
11,British Columbia,C03CA,"Sulfonamides, plain",Total,F,"2,676.53",0.5,2.8,"45,368",41
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,F,"2,652.08",0.5,0.7,"11,459",42
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,F,"2,582.46",0.5,0.1,"1,267",43
11,British Columbia,A02BA,H2-receptor antagonists,Total,F,"2,555.81",0.4,3.5,"56,885",44
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,F,"2,518.54",0.4,0.2,"2,558",45
11,British Columbia,N06DA,Anticholinesterases,Total,F,"2,425.92",0.4,0.4,"6,879",46
11,British Columbia,B02AB,Proteinase inhibitors,Total,F,"2,418.63",0.4,0.0,30,47
11,British Columbia,A04AD,Other antiemetics,Total,F,"2,344.56",0.4,0.4,"5,788",48
11,British Columbia,N03AG,Fatty acid derivatives,Total,F,"2,304.04",0.4,0.5,"8,428",49
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,F,"2,222.27",0.4,0.9,"14,893",50
11,British Columbia,M03BX,Other centrally acting agents,Total,F,"2,209.91",0.4,4.4,"70,852",51
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,F,"2,146.16",0.4,1.9,"30,966",52
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,F,"2,082.45",0.4,1.1,"18,606",53
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,F,"2,075.92",0.4,1.2,"20,245",54
11,British Columbia,S01EE,Prostaglandin analogues,Total,F,"1,983.05",0.3,1.4,"22,699",55
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,F,"1,976.67",0.3,1.9,"30,322",56
11,British Columbia,S01ED,Beta-blocking agents,Total,F,"1,897.14",0.3,1.3,"20,506",57
11,British Columbia,C03AA,"Thiazides, plain",Total,F,"1,815.86",0.3,6.0,"97,915",58
11,British Columbia,V03AC,Iron-chelating agents,Total,F,"1,646.77",0.3,0.0,83,59
11,British Columbia,M01AE,Propionic acid derivatives,Total,F,"1,634.13",0.3,6.9,"112,468",60
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,F,"1,626.30",0.3,0.4,"6,009",61
11,British Columbia,A09AA,Enzyme preparations,Total,F,"1,618.41",0.3,0.2,"3,210",62
11,British Columbia,A10BB,Sulfonylureas,Total,F,"1,577.68",0.3,1.1,"17,594",63
11,British Columbia,H02AB,Glucocorticoids,Total,F,"1,536.94",0.3,7.7,"124,079",64
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,F,"1,499.28",0.3,0.5,"7,858",65
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"1,435.78",0.3,5.0,"80,586",66
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,F,"1,427.43",0.2,0.0,64,67
11,British Columbia,C01DA,Organic nitrates,Total,F,"1,414.94",0.2,1.4,"22,050",68
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,F,"1,382.82",0.2,0.2,"2,802",69
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,F,"1,325.57",0.2,0.2,"3,519",70
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,F,"1,291.49",0.2,0.2,"2,559",71
11,British Columbia,G03AA,"Progestogens and estrogens, fixed combinations",Total,F,"1,287.93",0.2,7.6,"122,403",72
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",Total,F,"1,240.98",0.2,3.4,"54,785",73
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,F,"1,190.42",0.2,0.1,"1,539",74
11,British Columbia,A03FA,Propulsives,Total,F,"1,187.75",0.2,2.2,"36,319",75
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,F,"1,137.47",0.2,0.1,"1,667",76
11,British Columbia,B01AA,Vitamin K antagonists,Total,F,"1,132.73",0.2,1.2,"18,958",77
11,British Columbia,N03AF,Carboxamide derivatives,Total,F,"1,129.39",0.2,0.4,"6,589",78
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,F,"1,087.05",0.2,9.0,"145,134",79
11,British Columbia,G04BE,Drugs used in erectile dysfunction,Total,F,"1,069.53",0.2,0.0,219,80
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,F,"1,036.03",0.2,0.3,"5,182",81
11,British Columbia,L01BA,Folic acid analogues,Total,F,"1,031.16",0.2,0.9,"14,749",82
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,F,"1,010.47",0.2,1.2,"19,082",83
11,British Columbia,G02BA,Intrauterine contraceptives,Total,F,997.99,0.2,1.3,"20,799",84
11,British Columbia,J01CA,Penicillins with extended spectrum,Total,F,978.02,0.2,16.5,"266,927",85
11,British Columbia,R05CB,Mucolytics,Total,F,976.41,0.2,0.0,255,86
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,F,912.90,0.2,0.3,"5,349",87
11,British Columbia,M05BA,Bisphosphonates,Total,F,890.21,0.2,0.5,"7,764",88
11,British Columbia,C05BA,Heparins or heparinoids for topical use,Total,F,883.94,0.2,0.1,"1,270",89
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,F,874.11,0.2,0.0,94,90
11,British Columbia,C03DA,Aldosterone antagonists,Total,F,852.45,0.1,1.3,"21,085",91
11,British Columbia,M05BB,"Bisphosphonates, combinations",Total,F,834.31,0.1,0.6,"9,786",92
