Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
11,British Columbia,C03CA,"Sulfonamides, plain",Total,Total,"4,837.91",0.4,3.0,"86,540",44
11,British Columbia,B01AB,Heparin group,Total,Total,"4,768.28",0.4,0.3,"7,368",45
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,Total,"4,453.83",0.4,0.5,"14,105",46
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,Total,"4,444.27",0.4,0.6,"17,195",47
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,Total,"4,401.37",0.4,0.2,"4,396",48
11,British Columbia,A09AA,Enzyme preparations,Total,Total,"4,374.60",0.4,0.2,"6,036",49
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,Total,"4,210.89",0.3,0.1,"3,334",50
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,Total,"4,189.08",0.3,0.3,"9,787",51
11,British Columbia,V03AC,Iron-chelating agents,Total,Total,"4,132.07",0.3,0.0,174,52
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,Total,"3,917.49",0.3,1.7,"48,166",53
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,Total,Total,"3,755.51",0.3,3.7,"106,209",54
11,British Columbia,S01ED,Beta-blocking agents,Total,Total,"3,508.48",0.3,1.5,"44,527",55
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,Total,"3,381.48",0.3,1.4,"39,848",56
11,British Columbia,A10BB,Sulfonylureas,Total,Total,"3,358.66",0.3,1.4,"39,759",57
11,British Columbia,N03AF,Carboxamide derivatives,Total,Total,"3,311.93",0.3,0.4,"12,054",58
11,British Columbia,A04AD,Other antiemetics,Total,Total,"3,283.99",0.3,0.2,"6,820",59
11,British Columbia,S01EE,Prostaglandin analogues,Total,Total,"3,181.54",0.3,1.4,"41,652",60
11,British Columbia,M01AE,Propionic acid derivatives,Total,Total,"3,164.90",0.3,5.5,"157,554",61
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,Total,"3,112.15",0.3,1.1,"32,222",62
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,Total,"3,074.98",0.3,0.5,"14,284",63
11,British Columbia,M03BX,Other centrally acting agents,Total,Total,"2,960.55",0.2,4.1,"118,236",64
11,British Columbia,C03AA,"Thiazides, plain",Total,Total,"2,875.69",0.2,5.0,"145,261",65
11,British Columbia,L03AB,Interferons,Total,Total,"2,875.26",0.2,0.0,188,66
11,British Columbia,H02AB,Glucocorticoids,Total,Total,"2,710.77",0.2,7.2,"207,503",67
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,Total,"2,573.67",0.2,0.1,"3,069",68
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,Total,"2,556.34",0.2,1.6,"45,860",69
11,British Columbia,A05AA,Bile acids and derivatives,Total,Total,"2,385.10",0.2,0.1,"3,654",70
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,Total,"2,360.40",0.2,0.2,"6,302",71
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,Total,"2,334.26",0.2,0.1,"4,038",72
11,British Columbia,R05CB,Mucolytics,Total,Total,"2,332.19",0.2,0.0,537,73
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,Total,"2,314.41",0.2,4.6,"132,072",74
11,British Columbia,B01AA,Vitamin K antagonists,Total,Total,"2,281.57",0.2,1.1,"31,394",75
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,Total,"2,269.54",0.2,2.2,"63,147",76
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,Total,"2,258.79",0.2,0.8,"23,520",77
11,British Columbia,L03AX,Other immunostimulants,Total,Total,"2,219.99",0.2,0.0,331,78
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,Total,"2,165.07",0.2,8.8,"254,189",79
11,British Columbia,C01DA,Organic nitrates,Total,Total,"2,112.09",0.2,1.4,"41,655",80
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,Total,"2,099.49",0.2,1.2,"35,077",81
11,British Columbia,N07BB,Drugs used in alcohol dependence,Total,Total,"2,098.73",0.2,0.3,"8,552",82
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,Total,"2,037.44",0.2,0.0,231,83
11,British Columbia,N06DA,Anticholinesterases,Total,Total,"1,909.08",0.2,0.3,"8,030",84
11,British Columbia,C03DA,Aldosterone antagonists,Total,Total,"1,900.06",0.2,1.6,"46,991",85
11,British Columbia,L01BA,Folic acid analogues,Total,Total,"1,872.89",0.2,0.9,"26,175",86
11,British Columbia,N05AN,Lithium,Total,Total,"1,844.12",0.2,0.3,"9,511",87
11,British Columbia,G04BE,Drugs used in erectile dysfunction,Total,Total,"1,843.79",0.2,0.0,494,88
11,British Columbia,C10AX,Other lipid-modifying agents,Total,Total,"1,840.46",0.2,0.1,"2,166",89
11,British Columbia,A03FA,Propulsives,Total,Total,"1,811.74",0.2,1.7,"48,271",90
11,British Columbia,G03AA,"Progestogens and estrogens, fixed combinations",Total,Total,"1,705.98",0.1,4.2,"120,964",91
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,Total,"1,692.58",0.1,0.1,"3,084",92
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",Total,Total,"1,679.49",0.1,1.8,"52,533",93
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,Total,"1,671.34",0.1,0.3,"9,986",94
11,British Columbia,J02AC,Triazole derivatives,Total,Total,"1,661.42",0.1,0.1,"1,437",95
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,Total,"1,653.92",0.1,0.1,"2,489",96
11,British Columbia,M05BA,Bisphosphonates,Total,Total,"1,653.04",0.1,0.4,"12,273",97
11,British Columbia,A02BA,H2-receptor antagonists,Total,Total,"1,602.06",0.1,1.2,"34,225",98
11,British Columbia,N05AF,Thioxanthene derivatives,Total,Total,"1,563.78",0.1,0.1,"2,449",99
11,British Columbia,C02AC,Imidazoline receptor agonists,Total,Total,"1,544.68",0.1,0.5,"13,948",100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,Total,M,"87,889.32",14.7,0.5,"6,205",1
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,Total,M,"63,517.02",10.6,0.1,"1,348",2
11,British Columbia,N05AX,Other antipsychotics,Total,M,"35,388.85",5.9,1.7,"21,783",3
11,British Columbia,N07BC,Drugs used in opioid dependence,Total,M,"27,838.31",4.7,1.5,"18,758",4
11,British Columbia,L04AA,Selective immunosuppressants,Total,M,"22,490.85",3.8,0.2,"2,785",5
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,M,"20,982.21",3.5,3.9,"50,385",6
11,British Columbia,N02AA,Natural opium alkaloids,Total,M,"20,294.92",3.4,3.6,"46,136",7
11,British Columbia,L04AC,Interleukin inhibitors,Total,M,"16,517.87",2.8,0.1,"1,246",8
11,British Columbia,B01AF,Direct factor Xa inhibitors,Total,M,"12,276.28",2.1,2.2,"28,116",9
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,Total,M,"11,246.52",1.9,24.9,"319,044",10
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,Total,M,"9,429.99",1.6,9.4,"119,878",11
11,British Columbia,N06AX,Other antidepressants,Total,M,"9,018.55",1.5,7.1,"91,030",12
11,British Columbia,N03AX,Other antiepileptics,Total,M,"8,872.92",1.5,4.9,"62,349",13
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,M,"7,620.96",1.3,1.9,"24,219",14
11,British Columbia,A02BC,Proton pump inhibitors,Total,M,"7,117.48",1.2,6.3,"80,332",15
11,British Columbia,N07BA,Drugs used in nicotine dependence,Total,M,"6,995.63",1.2,3.6,"45,968",16
11,British Columbia,B02AB,Proteinase inhibitors,Total,M,"6,586.94",1.1,0.0,60,17
11,British Columbia,N06BA,Centrally acting sympathomimetics,Total,M,"6,383.66",1.1,1.6,"21,027",18
11,British Columbia,C09AA,"ACE inhibitors, plain",Total,M,"6,318.08",1.1,16.3,"208,551",19
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",Total,M,"6,129.72",1.0,1.1,"14,368",20
11,British Columbia,C08CA,Dihydropyridine derivatives,Total,M,"5,623.49",0.9,10.8,"138,276",21
11,British Columbia,C07AB,"Beta-blocking agents, selective",Total,M,"5,320.83",0.9,10.3,"131,871",22
11,British Columbia,L04AX,Other immunosuppressants,Total,M,"4,937.29",0.8,0.2,"2,565",23
11,British Columbia,L01EX,Other protein kinase inhibitors,Total,M,"4,689.27",0.8,0.0,193,24
11,British Columbia,R03BB,Anticholinergics,Total,M,"3,868.65",0.6,2.0,"26,218",25
11,British Columbia,A10BA,Biguanides,Total,M,"3,770.64",0.6,9.1,"116,429",26
11,British Columbia,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,M,"3,624.82",0.6,1.0,"12,795",27
11,British Columbia,G04CA,Alpha-adrenoreceptor antagonists,Total,M,"3,606.69",0.6,7.9,"101,039",28
11,British Columbia,N03AG,Fatty acid derivatives,Total,M,"3,500.41",0.6,0.8,"9,986",29
11,British Columbia,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Total,M,"3,277.02",0.5,0.6,"7,334",30
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,M,"3,243.43",0.5,2.3,"29,034",31
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,M,"3,194.52",0.5,0.2,"2,634",32
11,British Columbia,R03BA,Glucocorticoids,Total,M,"3,143.84",0.5,4.0,"51,432",33
11,British Columbia,L01XC,Monoclonal antibodies,Total,M,"3,127.37",0.5,0.0,348,34
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,M,"3,050.41",0.5,0.8,"10,008",35
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,M,"3,028.42",0.5,1.5,"19,275",36
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,M,"2,989.42",0.5,0.0,213,37
11,British Columbia,H03AA,Thyroid hormones,Total,M,"2,492.96",0.4,4.8,"61,917",38
11,British Columbia,A09AA,Enzyme preparations,Total,M,"2,491.47",0.4,0.2,"2,833",39
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,Total,M,"2,449.17",0.4,10.4,"132,619",40
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,M,"2,375.77",0.4,0.7,"9,169",41
11,British Columbia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,M,"2,351.57",0.4,2.7,"34,888",42
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,M,"2,349.66",0.4,0.6,"8,012",43
11,British Columbia,B01AB,Heparin group,Total,M,"2,290.54",0.4,0.3,"3,220",44
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,M,"2,279.46",0.4,10.1,"129,207",45
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,M,"2,174.48",0.4,4.9,"63,069",46
11,British Columbia,C03CA,"Sulfonamides, plain",Total,M,"2,080.21",0.3,3.3,"41,691",47
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,M,"2,078.53",0.3,0.4,"5,575",48
11,British Columbia,V03AC,Iron-chelating agents,Total,M,"2,057.04",0.3,0.0,91,49
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,M,"1,930.78",0.3,2.0,"25,404",50
11,British Columbia,N03AF,Carboxamide derivatives,Total,M,"1,852.54",0.3,0.5,"5,803",51
11,British Columbia,M01AE,Propionic acid derivatives,Total,M,"1,777.08",0.3,5.6,"71,281",52
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,M,"1,735.83",0.3,0.1,"1,442",53
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,M,"1,682.57",0.3,0.0,56,54
11,British Columbia,L03AA,Colony-stimulating factors,Total,M,"1,623.39",0.3,0.1,658,55
11,British Columbia,A10BB,Sulfonylureas,Total,M,"1,592.36",0.3,1.7,"22,233",56
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,M,"1,583.48",0.3,0.5,"6,846",57
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,M,"1,522.61",0.3,1.2,"14,986",58
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,M,"1,486.80",0.2,1.3,"17,046",59
11,British Columbia,A04AD,Other antiemetics,Total,M,"1,486.54",0.2,0.2,"2,904",60
11,British Columbia,S01ED,Beta-blocking agents,Total,M,"1,467.60",0.2,1.7,"22,330",61
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,M,"1,367.03",0.2,3.9,"50,033",62
11,British Columbia,M03BX,Other centrally acting agents,Total,M,"1,349.44",0.2,4.0,"51,056",63
11,British Columbia,H01AC,Somatropin and somatropin agonists,Total,M,"1,346.61",0.2,0.0,153,64
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,M,"1,272.56",0.2,0.2,"2,396",65
11,British Columbia,S01EE,Prostaglandin analogues,Total,M,"1,219.20",0.2,1.5,"19,712",66
11,British Columbia,R05CB,Mucolytics,Total,M,"1,215.50",0.2,0.0,283,67
11,British Columbia,N07BB,Drugs used in alcohol dependence,Total,M,"1,201.50",0.2,0.4,"4,903",68
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,M,"1,197.94",0.2,0.3,"3,462",69
11,British Columbia,B01AA,Vitamin K antagonists,Total,M,"1,176.05",0.2,1.5,"18,910",70
11,British Columbia,H02AB,Glucocorticoids,Total,M,"1,121.91",0.2,7.3,"93,225",71
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,M,"1,116.97",0.2,1.1,"14,700",72
11,British Columbia,G04CB,Testosterone-5-alpha reductase inhibitors,Total,M,"1,071.10",0.2,0.7,"9,154",73
11,British Columbia,C03AA,"Thiazides, plain",Total,M,"1,055.28",0.2,4.9,"62,659",74
11,British Columbia,N05AF,Thioxanthene derivatives,Total,M,"1,019.52",0.2,0.1,"1,544",75
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,M,"1,009.36",0.2,8.7,"111,788",76
11,British Columbia,N05AN,Lithium,Total,M,979.22,0.2,0.4,"4,491",77
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,M,963.29,0.2,0.7,"8,329",78
11,British Columbia,C03DA,Aldosterone antagonists,Total,M,929.89,0.2,1.7,"21,192",79
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,M,925.43,0.2,0.0,533,80
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,M,918.44,0.2,1.1,"14,610",81
11,British Columbia,C01DA,Organic nitrates,Total,M,907.69,0.2,1.9,"23,920",82
11,British Columbia,J02AC,Triazole derivatives,Total,M,889.70,0.1,0.1,691,83
11,British Columbia,C10AX,Other lipid-modifying agents,Total,M,851.41,0.1,0.1,"1,215",84
11,British Columbia,N04AC,Ethers of tropine or tropine derivatives,Total,M,849.21,0.1,0.3,"3,302",85
11,British Columbia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,M,841.13,0.1,0.3,"4,058",86
11,British Columbia,C02AC,Imidazoline receptor agonists,Total,M,836.31,0.1,0.5,"6,115",87
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,M,806.84,0.1,0.1,"1,389",88
11,British Columbia,C07AG,Alpha- and beta-blocking agents,Total,M,790.20,0.1,0.4,"5,006",89
11,British Columbia,A02BA,H2-receptor antagonists,Total,M,772.08,0.1,1.0,"13,219",90
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,M,762.26,0.1,3.5,"44,804",91
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,M,760.71,0.1,0.1,"1,278",92
11,British Columbia,L03AB,Interferons,Total,M,743.32,0.1,0.0,52,93
11,British Columbia,A03FA,Propulsives,Total,M,684.20,0.1,1.1,"14,663",94
11,British Columbia,N05AA,Phenothiazines with aliphatic side-chain,Total,M,654.37,0.1,0.4,"5,091",95
11,British Columbia,N06DA,Anticholinesterases,Total,M,645.10,0.1,0.3,"3,340",96
11,British Columbia,L01BA,Folic acid analogues,Total,M,594.25,0.1,0.8,"9,635",97
11,British Columbia,J01DB,First-generation cephalosporins,Total,M,586.34,0.1,7.0,"90,266",98
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,M,572.43,0.1,0.3,"4,195",99
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,M,563.64,0.1,0.7,"8,808",100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,Total,F,"90,161.82",14.8,0.4,"6,958",1
11,British Columbia,L04AA,Selective immunosuppressants,Total,F,"42,766.04",7.0,0.4,"5,838",2
11,British Columbia,J05AP,Antivirals for treatment of HCV infections,Total,F,"29,232.08",4.8,0.0,633,3
11,British Columbia,N05AX,Other antipsychotics,Total,F,"21,140.11",3.5,1.2,"19,793",4
11,British Columbia,L04AC,Interleukin inhibitors,Total,F,"18,350.75",3.0,0.1,"1,539",5
11,British Columbia,N06AB,Selective serotonin reuptake inhibitors,Total,F,"14,586.00",2.4,14.8,"235,836",6
11,British Columbia,B01AF,Direct factor Xa inhibitors,Total,F,"14,351.62",2.4,1.6,"24,954",7
11,British Columbia,N02AA,Natural opium alkaloids,Total,F,"13,766.42",2.3,3.5,"55,406",8
11,British Columbia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,F,"13,144.97",2.2,3.6,"58,027",9
11,British Columbia,N07BC,Drugs used in opioid dependence,Total,F,"12,961.27",2.1,0.6,"9,240",10
11,British Columbia,C10AA,HMG-CoA reductase inhibitors,Total,F,"12,098.08",2.0,14.2,"226,106",11
11,British Columbia,N06AX,Other antidepressants,Total,F,"11,989.84",2.0,9.5,"151,943",12
11,British Columbia,N03AX,Other antiepileptics,Total,F,"10,833.39",1.8,5.8,"91,964",13
11,British Columbia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,F,"10,625.85",1.7,2.1,"32,847",14
11,British Columbia,A02BC,Proton pump inhibitors,Total,F,"10,340.20",1.7,6.8,"108,766",15
11,British Columbia,L01XC,Monoclonal antibodies,Total,F,"8,603.46",1.4,0.1,869,16
11,British Columbia,C08CA,Dihydropyridine derivatives,Total,F,"8,250.25",1.4,8.1,"128,895",17
11,British Columbia,H03AA,Thyroid hormones,Total,F,"8,022.15",1.3,13.6,"217,236",18
11,British Columbia,L04AX,Other immunosuppressants,Total,F,"7,232.90",1.2,0.2,"3,886",19
11,British Columbia,C09AA,"ACE inhibitors, plain",Total,F,"6,329.48",1.0,9.4,"150,537",20
11,British Columbia,C07AB,"Beta-blocking agents, selective",Total,F,"6,134.69",1.0,6.6,"105,666",21
11,British Columbia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,F,"5,954.08",1.0,1.0,"16,407",22
11,British Columbia,A10AE,"Insulins and analogues for injection, long-acting",Total,F,"5,609.65",0.9,0.7,"11,849",23
11,British Columbia,N07BA,Drugs used in nicotine dependence,Total,F,"5,383.16",0.9,2.2,"35,558",24
11,British Columbia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,F,"5,091.44",0.8,3.2,"51,178",25
11,British Columbia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"4,585.30",0.8,0.0,166,26
11,British Columbia,R03BA,Glucocorticoids,Total,F,"4,563.98",0.8,4.1,"66,086",27
11,British Columbia,N06BA,Centrally acting sympathomimetics,Total,F,"4,348.26",0.7,1.0,"15,690",28
11,British Columbia,B02AB,Proteinase inhibitors,Total,F,"4,134.16",0.7,0.0,48,29
11,British Columbia,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,Total,F,"4,118.43",0.7,0.5,"7,302",30
11,British Columbia,R03BB,Anticholinergics,Total,F,"4,117.59",0.7,1.7,"26,737",31
11,British Columbia,A10BA,Biguanides,Total,F,"4,035.33",0.7,5.7,"91,396",32
11,British Columbia,R03DX,Other systemic drugs for obstructive airway diseases,Total,F,"3,729.30",0.6,0.0,270,33
11,British Columbia,A07EC,Aminosalicylic acid and similar agents,Total,F,"3,521.36",0.6,0.8,"12,672",34
11,British Columbia,L03AA,Colony-stimulating factors,Total,F,"3,310.65",0.5,0.1,"1,475",35
11,British Columbia,N05BA,Benzodiazepine derivatives,Total,F,"3,137.26",0.5,8.0,"127,469",36
11,British Columbia,N02AJ,Opioids in combination with non-opioid analgesics,Total,F,"3,097.74",0.5,9.2,"146,007",37
11,British Columbia,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,F,"3,067.61",0.5,0.5,"8,227",38
11,British Columbia,N06AA,Non-selective monoamine reuptake inhibitors,Total,F,"3,049.94",0.5,3.4,"54,759",39
11,British Columbia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,F,"2,825.53",0.5,10.5,"167,818",40
11,British Columbia,C03CA,"Sulfonamides, plain",Total,F,"2,757.70",0.5,2.8,"44,849",41
11,British Columbia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,F,"2,665.54",0.4,0.2,"2,954",42
11,British Columbia,B01AB,Heparin group,Total,F,"2,477.74",0.4,0.3,"4,148",43
11,British Columbia,A10AB,"Insulins and analogues for injection, fast-acting",Total,F,"2,435.75",0.4,1.0,"16,104",44
11,British Columbia,B03AA,"Iron bivalent, oral preparations",Total,F,"2,430.69",0.4,2.0,"31,120",45
11,British Columbia,N03AG,Fatty acid derivatives,Total,F,"2,420.99",0.4,0.5,"8,407",46
11,British Columbia,L03AB,Interferons,Total,F,"2,131.94",0.4,0.0,136,47
11,British Columbia,A10BD,Combinations of oral blood glucose–lowering drugs,Total,F,"2,110.55",0.3,0.3,"4,212",48
11,British Columbia,N04BA,Dopa and dopa derivatives,Total,F,"2,104.18",0.3,0.4,"6,093",49
11,British Columbia,V03AC,Iron-chelating agents,Total,F,"2,075.03",0.3,0.0,83,50
11,British Columbia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,F,"2,068.50",0.3,0.5,"8,026",51
11,British Columbia,S01ED,Beta-blocking agents,Total,F,"2,040.88",0.3,1.4,"22,197",52
11,British Columbia,C08DB,Benzothiazepine derivatives,Total,F,"1,995.18",0.3,1.1,"17,522",53
11,British Columbia,N02CC,Selective serotonin (5HT1) agonists,Total,F,"1,992.70",0.3,2.3,"37,052",54
11,British Columbia,S01EE,Prostaglandin analogues,Total,F,"1,962.34",0.3,1.4,"21,940",55
11,British Columbia,A05AA,Bile acids and derivatives,Total,F,"1,945.18",0.3,0.2,"2,625",56
11,British Columbia,A09AA,Enzyme preparations,Total,F,"1,883.13",0.3,0.2,"3,203",57
11,British Columbia,N03AE,Benzodiazepine derivatives,Total,F,"1,858.86",0.3,1.6,"24,862",58
11,British Columbia,C03AA,"Thiazides, plain",Total,F,"1,820.41",0.3,5.2,"82,602",59
11,British Columbia,A04AD,Other antiemetics,Total,F,"1,797.45",0.3,0.2,"3,916",60
11,British Columbia,A10BB,Sulfonylureas,Total,F,"1,766.30",0.3,1.1,"17,526",61
11,British Columbia,G03AA,"Progestogens and estrogens, fixed combinations",Total,F,"1,705.08",0.3,7.6,"120,915",62
11,British Columbia,L03AX,Other immunostimulants,Total,F,"1,691.57",0.3,0.0,256,63
11,British Columbia,M05BX,Other drugs affecting bone structure and mineralization,Total,F,"1,648.23",0.3,0.2,"2,536",64
11,British Columbia,M03BX,Other centrally acting agents,Total,F,"1,611.11",0.3,4.2,"67,178",65
11,British Columbia,H02AB,Glucocorticoids,Total,F,"1,588.87",0.3,7.2,"114,278",66
11,British Columbia,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"1,552.15",0.3,5.5,"87,268",67
11,British Columbia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,F,"1,491.50",0.2,0.5,"7,438",68
11,British Columbia,G03CA,"Natural and semisynthetic estrogens, plain",Total,F,"1,470.85",0.2,3.2,"51,256",69
11,British Columbia,N03AF,Carboxamide derivatives,Total,F,"1,459.39",0.2,0.4,"6,251",70
11,British Columbia,M01AE,Propionic acid derivatives,Total,F,"1,387.81",0.2,5.4,"86,272",71
11,British Columbia,G04BE,Drugs used in erectile dysfunction,Total,F,"1,313.81",0.2,0.0,283,72
11,British Columbia,N05CF,Benzodiazepine-related drugs,Total,F,"1,295.49",0.2,1.0,"15,191",73
11,British Columbia,L01BA,Folic acid analogues,Total,F,"1,278.64",0.2,1.0,"16,540",74
11,British Columbia,N06DA,Anticholinesterases,Total,F,"1,263.99",0.2,0.3,"4,690",75
11,British Columbia,G02BA,Intrauterine contraceptives,Total,F,"1,239.78",0.2,1.6,"26,211",76
11,British Columbia,M05BA,Bisphosphonates,Total,F,"1,210.65",0.2,0.6,"9,985",77
11,British Columbia,C01DA,Organic nitrates,Total,F,"1,204.40",0.2,1.1,"17,735",78
11,British Columbia,L01EX,Other protein kinase inhibitors,Total,F,"1,187.78",0.2,0.0,55,79
11,British Columbia,C07AA,"Beta-blocking agents, non-selective",Total,F,"1,181.05",0.2,1.3,"20,467",80
11,British Columbia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,F,"1,162.46",0.2,0.2,"2,840",81
11,British Columbia,D07AC,"Corticosteroids, potent (group III)",Total,F,"1,155.71",0.2,8.9,"142,401",82
11,British Columbia,A03FA,Propulsives,Total,F,"1,127.54",0.2,2.1,"33,608",83
11,British Columbia,R05CB,Mucolytics,Total,F,"1,116.69",0.2,0.0,254,84
11,British Columbia,B01AA,Vitamin K antagonists,Total,F,"1,105.52",0.2,0.8,"12,484",85
11,British Columbia,A04AA,Serotonin (5HT3) antagonists,Total,F,"1,098.91",0.2,0.4,"5,791",86
11,British Columbia,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,F,"1,061.70",0.2,0.1,"1,642",87
11,British Columbia,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,F,"1,016.38",0.2,0.0,700,88
11,British Columbia,C10AX,Other lipid-modifying agents,Total,F,989.06,0.2,0.1,951,89
11,British Columbia,C03DA,Aldosterone antagonists,Total,F,970.17,0.2,1.6,"25,799",90
11,British Columbia,N02AB,Phenylpiperidine derivatives,Total,F,931.87,0.2,0.1,"1,806",91
11,British Columbia,M04AA,Preparations inhibiting uric acid production,Total,F,902.52,0.1,0.8,"13,114",92
11,British Columbia,C05BA,Heparins or heparinoids for topical use,Total,F,902.05,0.1,0.1,"1,043",93
11,British Columbia,N07BB,Drugs used in alcohol dependence,Total,F,897.23,0.1,0.2,"3,649",94
11,British Columbia,N05AN,Lithium,Total,F,864.90,0.1,0.3,"5,020",95
11,British Columbia,B01AE,Direct thrombin inhibitors,Total,F,847.08,0.1,0.1,"1,100",96
11,British Columbia,A02BA,H2-receptor antagonists,Total,F,829.99,0.1,1.3,"21,006",97
11,British Columbia,J02AC,Triazole derivatives,Total,F,771.72,0.1,0.0,746,98
11,British Columbia,J01XE,Nitrofuran derivatives,Total,F,765.24,0.1,7.9,"126,544",99
11,British Columbia,C01CA,Adrenergic and dopaminergic agents,Total,F,742.06,0.1,1.4,"22,689",100
11,British Columbia,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,65+,Total,"42,288.52",9.3,0.4,"3,195",1
